year,month,year_month,customer_state,customer_region,product_category_name_english,payment_type,delivery_status,total_orders,total_customers,total_items_sold,total_revenue,total_freight,total_payment_value,average_item_price,average_payment_value,average_delivery_days,late_orders,late_delivery_rate
2017,6,2017-06,RJ,Southeast,telephony,boleto,On Time,3,3,4,82.96,59.4,232.54000000000002,20.74,58.135000000000005,13.0,0,0.0
2017,11,2017-11,MG,Southeast,housewares,credit_card,Late,1,1,1,32.9,15.11,48.01,32.9,48.01,21.0,1,1.0
2017,10,2017-10,MG,Southeast,null,boleto,On Time,1,1,1,49.77,15.1,64.87,49.77,64.87,12.0,0,0.0
2018,2,2018-02,BA,Northeast,food,credit_card,On Time,1,1,2,113.94,35.94,299.76,56.97,149.88,12.0,0,0.0
2017,10,2017-10,MA,Northeast,cool_stuff,credit_card,On Time,3,3,3,538.98,129.9,668.88,179.66,222.96,18.0,0,0.0
2018,5,2018-05,BA,Northeast,housewares,credit_card,On Time,14,14,17,1887.6100000000006,467.36,2885.8099999999995,111.03588235294121,169.75352941176467,12.882352941176471,0,0.0
2017,6,2017-06,MG,Southeast,housewares,boleto,On Time,8,8,8,465.48,143.31,608.79,58.185,76.09875,11.5,0,0.0
2017,6,2017-06,ES,Southeast,sports_leisure,credit_card,Late,1,1,2,30.0,30.2,120.4,15.0,60.2,38.0,2,2.0
2017,9,2017-09,SP,Southeast,fashion_bags_accessories,credit_card,On Time,29,29,36,3678.4600000000005,431.32,7928.7800000000025,102.17944444444446,220.24388888888896,7.777777777777778,0,0.0
2018,1,2018-01,RJ,Southeast,stationery,credit_card,On Time,29,29,30,3266.0200000000004,524.23,4148.45,108.86733333333335,138.28166666666667,17.933333333333334,0,0.0
2018,3,2018-03,RJ,Southeast,agro_industry_and_commerce,voucher,On Time,1,1,1,57.0,29.99,86.99000000000001,57.0,86.99000000000001,13.0,0,0.0
2018,2,2018-02,SP,Southeast,fashion_bags_accessories,credit_card,On Time,30,30,32,2084.4600000000005,320.74,2664.3099999999995,65.13937500000002,83.25968749999998,8.15625,0,0.0
2017,12,2017-12,RJ,Southeast,computers_accessories,credit_card,On Time,14,14,18,2099.44,405.13,4213.209999999999,116.63555555555556,234.06722222222217,18.22222222222222,0,0.0
2017,8,2017-08,RJ,Southeast,computers_accessories,boleto,On Time,8,8,9,479.36999999999995,141.12999999999997,695.5600000000001,53.26333333333333,77.28444444444445,11.88888888888889,0,0.0
2018,2,2018-02,BA,Northeast,garden_tools,credit_card,On Time,4,4,5,323.6,129.1,591.68,64.72,118.33599999999998,21.8,0,0.0
2018,8,2018-08,SC,South,sports_leisure,boleto,On Time,2,2,2,77.44,40.58,118.02000000000001,38.72,59.010000000000005,13.0,0,0.0
2017,7,2017-07,RJ,Southeast,garden_tools,credit_card,On Time,24,24,30,2819.41,628.2900000000003,4257.659999999998,93.98033333333333,141.92199999999994,12.333333333333334,0,0.0
2018,1,2018-01,SP,Southeast,housewares,boleto,On Time,24,24,24,1733.4700000000003,358.8299999999999,2092.3,72.22791666666667,87.17916666666667,10.083333333333334,0,0.0
2017,11,2017-11,MG,Southeast,luggage_accessories,boleto,On Time,2,2,2,165.8,28.62,194.42,82.9,97.21,9.5,0,0.0
2018,4,2018-04,GO,Central-West,baby,credit_card,On Time,5,5,5,792.89,210.26,1003.1499999999999,158.578,200.62999999999997,14.4,0,0.0
2017,11,2017-11,RS,South,toys,credit_card,On Time,14,14,14,3871.870000000001,308.47999999999996,4180.35,276.56214285714293,298.5964285714286,10.785714285714286,0,0.0
2017,6,2017-06,MG,Southeast,bed_bath_table,credit_card,Late,1,1,1,34.9,15.11,50.01,34.9,50.01,28.0,1,1.0
2018,8,2018-08,SP,Southeast,computers_accessories,boleto,On Time,25,25,25,2098.59,352.87000000000006,2516.1,83.9436,100.64399999999999,6.64,0,0.0
2017,3,2017-03,DF,Central-West,furniture_decor,credit_card,On Time,7,7,7,566.16,123.67999999999999,689.84,80.88,98.54857142857144,11.714285714285714,0,0.0
2017,11,2017-11,PA,North,consoles_games,credit_card,On Time,1,1,1,78.99,17.83,96.82,78.99,96.82,24.0,0,0.0
2018,8,2018-08,MG,Southeast,furniture_decor,boleto,On Time,11,11,11,680.39,247.32000000000002,927.7099999999999,61.85363636363636,84.33727272727272,10.454545454545455,0,0.0
2018,8,2018-08,RS,South,computers_accessories,boleto,On Time,4,4,4,521.89,64.85,586.74,130.4725,146.685,11.5,0,0.0
2017,9,2017-09,SC,South,sports_leisure,boleto,On Time,2,2,2,249.9,35.97,285.87,124.95,142.935,15.0,0,0.0
2018,6,2018-06,SE,Northeast,watches_gifts,credit_card,On Time,3,3,3,211.0,69.43,280.43,70.33333333333333,93.47666666666667,10.0,0,0.0
2017,10,2017-10,PR,South,watches_gifts,debit_card,On Time,1,1,1,120.0,18.12,138.12,120.0,138.12,12.0,0,0.0
2017,6,2017-06,SP,Southeast,cine_photo,credit_card,On Time,1,1,1,79.0,33.91,112.91,79.0,112.91,11.0,0,0.0
2018,3,2018-03,SP,Southeast,housewares,credit_card,Late,7,7,8,2365.5800000000004,324.5,3042.2599999999998,295.69750000000005,380.28249999999997,24.5,8,1.1428571428571428
2018,6,2018-06,SP,Southeast,housewares,voucher,On Time,7,7,10,700.6999999999999,111.79,1157.9699999999998,70.07,115.79699999999998,4.3,0,0.0
2017,7,2017-07,ES,Southeast,consoles_games,boleto,On Time,1,1,1,19.9,15.1,35.0,19.9,35.0,18.0,0,0.0
2017,9,2017-09,SP,Southeast,food_drink,boleto,On Time,2,2,2,91.0,28.94,119.94,45.5,59.97,10.5,0,0.0
2018,1,2018-01,AM,North,fixed_telephony,boleto,On Time,1,1,1,19.99,21.15,41.14,19.99,41.14,34.0,0,0.0
2018,6,2018-06,RS,South,auto,credit_card,On Time,8,8,8,2139.3599999999997,229.8,2369.16,267.41999999999996,296.145,11.625,0,0.0
2017,5,2017-05,PR,South,watches_gifts,boleto,On Time,2,2,4,835.6,74.84,2276.1,208.9,569.025,7.0,0,0.0
2018,6,2018-06,SP,Southeast,audio,boleto,On Time,3,3,3,88.80000000000001,29.65,118.44999999999999,29.600000000000005,39.48333333333333,6.333333333333333,0,0.0
2017,2,2017-02,ES,Southeast,housewares,credit_card,Not Delivered,1,1,1,565.7,55.51,621.21,565.7,621.21,null,0,0.0
2017,8,2017-08,PR,South,bed_bath_table,credit_card,On Time,13,13,13,2485.9700000000003,236.97,2722.9400000000005,191.22846153846154,209.45692307692312,10.076923076923077,0,0.0
2017,6,2017-06,DF,Central-West,dvds_blu_ray,credit_card,On Time,1,1,1,16.9,12.6,29.5,16.9,29.5,9.0,0,0.0
2017,11,2017-11,MS,Central-West,perfumery,credit_card,Not Delivered,1,1,1,79.0,18.12,97.12,79.0,97.12,null,0,0.0
2017,4,2017-04,AL,Northeast,sports_leisure,credit_card,On Time,1,1,1,99.9,26.96,126.86,99.9,126.86,26.0,0,0.0
2017,11,2017-11,MA,Northeast,watches_gifts,credit_card,Late,2,2,2,425.85,57.58,483.43,212.925,241.715,41.0,2,1.0
2017,5,2017-05,GO,Central-West,stationery,credit_card,On Time,1,1,1,69.9,27.87,97.77,69.9,97.77,9.0,0,0.0
2017,8,2017-08,SP,Southeast,toys,boleto,On Time,12,12,13,1185.9,179.54,1585.3799999999999,91.22307692307693,121.95230769230768,7.076923076923077,0,0.0
2017,10,2017-10,SC,South,fashion_bags_accessories,credit_card,On Time,2,2,2,68.8,29.39,98.19,34.4,49.095,9.5,0,0.0
2018,4,2018-04,RJ,Southeast,musical_instruments,credit_card,On Time,8,8,8,819.38,307.46999999999997,1126.85,102.4225,140.85625,12.625,0,0.0
2017,7,2017-07,MT,Central-West,watches_gifts,boleto,On Time,1,1,1,95.0,22.59,148.88,95.0,148.88,8.0,0,0.0
2017,12,2017-12,PI,Northeast,cool_stuff,credit_card,On Time,2,2,2,232.98000000000002,59.84,292.82,116.49000000000001,146.41,18.0,0,0.0
2017,6,2017-06,MG,Southeast,baby,credit_card,Late,1,1,1,32.9,16.79,49.69,32.9,49.69,24.0,1,1.0
2018,7,2018-07,MA,Northeast,telephony,boleto,On Time,1,1,1,170.0,21.46,191.46,170.0,191.46,13.0,0,0.0
2017,6,2017-06,SC,South,auto,credit_card,On Time,4,4,4,584.9,67.18,652.0800000000002,146.225,163.02000000000004,11.25,0,0.0
2018,2,2018-02,SC,South,stationery,credit_card,Late,2,2,5,159.5,75.53999999999999,835.16,31.9,167.03199999999998,40.8,5,2.5
2017,6,2017-06,MA,Northeast,cool_stuff,credit_card,On Time,1,1,1,45.9,35.67,81.57,45.9,81.57,20.0,0,0.0
2017,11,2017-11,PE,Northeast,housewares,credit_card,On Time,2,2,2,57.9,34.42,92.32,28.95,46.16,12.0,0,0.0
2018,3,2018-03,MS,Central-West,health_beauty,credit_card,Late,2,2,2,97.4,37.36,134.76,48.7,67.38,30.0,2,1.0
2017,6,2017-06,RJ,Southeast,furniture_decor,debit_card,On Time,1,1,1,98.7,21.18,119.88,98.7,119.88,10.0,0,0.0
2017,3,2017-03,SP,Southeast,construction_tools_construction,credit_card,On Time,1,1,1,38.9,14.52,53.42,38.9,53.42,11.0,0,0.0
2017,9,2017-09,PI,Northeast,books_technical,credit_card,On Time,1,1,1,90.0,15.39,105.39,90.0,105.39,22.0,0,0.0
2017,3,2017-03,SP,Southeast,garden_tools,voucher,Not Delivered,1,1,1,14.5,10.96,25.46,14.5,25.46,null,0,0.0
2017,10,2017-10,RS,South,auto,credit_card,On Time,4,4,4,389.29999999999995,83.67999999999999,472.97999999999996,97.32499999999999,118.24499999999999,15.0,0,0.0
2018,4,2018-04,MG,Southeast,stationery,boleto,Not Delivered,1,1,1,119.0,18.66,137.66,119.0,137.66,null,0,0.0
2018,6,2018-06,MT,Central-West,health_beauty,boleto,On Time,1,1,1,122.99,53.21,176.2,122.99,176.2,14.0,0,0.0
2017,12,2017-12,PR,South,housewares,credit_card,On Time,3,3,3,224.98000000000002,85.71000000000001,310.69,74.99333333333334,103.56333333333333,15.333333333333334,0,0.0
2018,6,2018-06,PA,North,health_beauty,voucher,On Time,1,1,1,84.99,20.64,105.63,84.99,105.63,14.0,0,0.0
2017,7,2017-07,MG,Southeast,consoles_games,boleto,On Time,1,1,1,39.0,8.11,47.11,39.0,47.11,5.0,0,0.0
2017,10,2017-10,PR,South,auto,boleto,On Time,1,1,1,15.9,15.79,31.69,15.9,31.69,10.0,0,0.0
2018,7,2018-07,MT,Central-West,fashion_bags_accessories,credit_card,On Time,1,1,1,49.9,22.28,72.18,49.9,72.18,15.0,0,0.0
2017,10,2017-10,RS,South,housewares,voucher,On Time,2,2,2,155.6,47.730000000000004,203.32999999999998,77.8,101.66499999999999,16.0,0,0.0
2017,8,2017-08,ES,Southeast,furniture_decor,credit_card,On Time,2,2,2,288.0,51.6,339.6,144.0,169.8,12.0,0,0.0
2017,4,2017-04,SE,Northeast,telephony,boleto,On Time,1,1,1,17.99,20.4,38.39,17.99,38.39,13.0,0,0.0
2017,10,2017-10,GO,Central-West,christmas_supplies,credit_card,On Time,1,1,1,55.9,15.14,71.04,55.9,71.04,21.0,0,0.0
2018,3,2018-03,SC,South,computers_accessories,credit_card,Late,1,1,1,1005.63,63.59,1069.22,1005.63,1069.22,27.0,1,1.0
2017,11,2017-11,SE,Northeast,cool_stuff,boleto,On Time,2,2,2,685.0,141.1,826.1,342.5,413.05,13.0,0,0.0
2018,6,2018-06,PR,South,home_appliances,credit_card,On Time,1,1,1,89.19,18.5,107.69,89.19,107.69,6.0,0,0.0
2017,5,2017-05,MS,Central-West,home_appliances,credit_card,On Time,3,1,3,105.0,48.33,153.32999999999998,35.0,51.10999999999999,11.0,0,0.0
2018,5,2018-05,MG,Southeast,diapers_and_hygiene,boleto,On Time,1,1,1,43.0,15.23,58.23,43.0,58.23,10.0,0,0.0
2018,2,2018-02,RJ,Southeast,computers_accessories,credit_card,On Time,57,56,65,7018.309999999999,1326.2099999999998,10031.55,107.97399999999998,154.33153846153846,16.2,0,0.0
2017,6,2017-06,RN,Northeast,housewares,boleto,On Time,1,1,1,89.5,25.18,114.68,89.5,114.68,10.0,0,0.0
2018,2,2018-02,SP,Southeast,sports_leisure,credit_card,On Time,175,168,195,20927.109999999997,2753.429999999998,27436.630000000012,107.31851282051281,140.70066666666673,10.158974358974358,0,0.0
2017,8,2017-08,DF,Central-West,consoles_games,credit_card,On Time,2,2,2,154.98,29.58,184.56,77.49,92.28,9.5,0,0.0
2018,7,2018-07,SE,Northeast,bed_bath_table,credit_card,On Time,1,1,1,149.0,51.76,200.76,149.0,200.76,11.0,0,0.0
2017,1,2017-01,RJ,Southeast,furniture_living_room,credit_card,On Time,4,4,5,519.9499999999999,155.72,958.1299999999999,103.98999999999998,191.62599999999998,8.4,0,0.0
2018,8,2018-08,MG,Southeast,small_appliances,credit_card,On Time,3,3,3,399.53000000000003,57.739999999999995,457.27,133.17666666666668,152.42333333333332,6.333333333333333,0,0.0
2018,3,2018-03,PI,Northeast,fashion_bags_accessories,credit_card,Late,1,1,1,49.9,34.15,84.05,49.9,84.05,28.0,1,1.0
2017,11,2017-11,RS,South,health_beauty,credit_card,On Time,16,16,17,2843.2500000000005,291.40999999999997,3242.66,167.25000000000003,190.74470588235295,15.117647058823529,0,0.0
2018,6,2018-06,MS,Central-West,telephony,credit_card,On Time,3,3,4,76.46000000000001,73.0,219.91999999999996,19.115000000000002,54.97999999999999,10.5,0,0.0
2017,4,2017-04,MG,Southeast,cool_stuff,credit_card,On Time,13,13,13,3173.09,331.47999999999996,3589.51,244.08384615384617,276.11615384615385,11.846153846153847,0,0.0
2018,1,2018-01,ES,Southeast,stationery,credit_card,On Time,7,7,7,765.8,126.88000000000001,892.6800000000001,109.39999999999999,127.5257142857143,14.0,0,0.0
2018,1,2018-01,SP,Southeast,health_beauty,boleto,On Time,49,49,52,3849.0700000000006,653.3500000000003,4993.290000000002,74.02057692307693,96.02480769230773,9.403846153846153,0,0.0
2018,1,2018-01,RS,South,luggage_accessories,credit_card,Late,1,1,1,59.9,16.18,76.08,59.9,76.08,29.0,1,1.0
2017,10,2017-10,RS,South,computers_accessories,boleto,On Time,10,10,19,2200.9300000000003,231.20000000000002,13618.13,115.83842105263159,716.7436842105262,9.105263157894736,0,0.0
2017,6,2017-06,RS,South,baby,boleto,On Time,4,4,4,432.69999999999993,65.53999999999999,498.23999999999995,108.17499999999998,124.55999999999999,11.5,0,0.0
2017,9,2017-09,RS,South,toys,credit_card,On Time,10,10,10,1534.48,188.36,1722.84,153.448,172.284,11.3,0,0.0
2017,12,2017-12,DF,Central-West,christmas_supplies,credit_card,On Time,2,2,4,43.599999999999994,60.43,270.89,10.899999999999999,67.7225,11.5,0,0.0
2018,2,2018-02,SP,Southeast,construction_tools_lights,credit_card,On Time,4,4,7,667.95,116.05000000000001,2147.82,95.42142857142858,306.8314285714286,8.714285714285714,0,0.0
2017,10,2017-10,DF,Central-West,toys,boleto,On Time,1,1,1,99.0,16.94,115.94,99.0,115.94,11.0,0,0.0
2018,4,2018-04,RS,South,telephony,credit_card,On Time,7,7,8,218.91,139.84,445.18999999999994,27.36375,55.64874999999999,12.0,0,0.0
2018,6,2018-06,MG,Southeast,home_appliances_2,voucher,On Time,1,1,1,23.9,8.68,32.58,23.9,32.58,5.0,0,0.0
2017,8,2017-08,RS,South,null,credit_card,On Time,4,4,5,234.8,103.49000000000001,433.03,46.96,86.606,12.8,0,0.0
2018,4,2018-04,RN,Northeast,housewares,credit_card,On Time,1,1,1,168.0,37.55,205.55,168.0,205.55,25.0,0,0.0
2018,8,2018-08,DF,Central-West,toys,credit_card,On Time,5,5,5,502.78,90.8,593.58,100.556,118.71600000000001,7.4,0,0.0
2018,4,2018-04,ES,Southeast,home_appliances_2,credit_card,On Time,1,1,1,533.0,47.31,580.31,533.0,580.31,17.0,0,0.0
2017,9,2017-09,ES,Southeast,garden_tools,debit_card,On Time,1,1,1,59.9,17.67,77.57,59.9,77.57,12.0,0,0.0
2017,8,2017-08,PR,South,toys,credit_card,On Time,10,9,10,1000.4499999999999,177.66,1178.11,100.04499999999999,117.81099999999999,8.4,0,0.0
2017,5,2017-05,SE,Northeast,telephony,credit_card,On Time,1,1,1,25.99,20.4,46.39,25.99,46.39,21.0,0,0.0
2017,3,2017-03,MG,Southeast,fashion_bags_accessories,boleto,On Time,3,3,3,128.9,39.63,168.53,42.96666666666667,56.17666666666667,8.0,0,0.0
2017,2,2017-02,PB,Northeast,furniture_decor,voucher,On Time,1,1,1,39.9,26.61,66.50999999999999,39.9,66.50999999999999,19.0,0,0.0
2018,8,2018-08,BA,Northeast,telephony,credit_card,Not Delivered,3,3,3,510.0,30.96,540.96,170.0,180.32000000000002,null,0,0.0
2017,11,2017-11,MG,Southeast,toys,debit_card,On Time,1,1,1,71.8,16.26,88.06,71.8,88.06,16.0,0,0.0
2017,3,2017-03,RS,South,furniture_decor,voucher,On Time,1,1,1,41.9,10.96,52.86,41.9,52.86,5.0,0,0.0
2017,3,2017-03,MG,Southeast,perfumery,boleto,On Time,4,4,4,318.78000000000003,60.73,379.51,79.69500000000001,94.8775,10.25,0,0.0
2018,4,2018-04,GO,Central-West,health_beauty,credit_card,On Time,9,9,9,1284.68,184.64000000000001,1469.32,142.74222222222224,163.25777777777776,14.444444444444445,0,0.0
2018,2,2018-02,MS,Central-West,stationery,credit_card,Late,1,1,1,62.0,15.18,77.18,62.0,77.18,51.0,1,1.0
2018,3,2018-03,SC,South,health_beauty,credit_card,Late,2,2,2,109.64,45.72,155.36,54.82,77.68,25.5,2,1.0
2017,5,2017-05,RJ,Southeast,baby,credit_card,Late,2,2,2,119.98,35.34,155.32,59.99,77.66,24.5,2,1.0
2018,7,2018-07,SC,South,baby,credit_card,On Time,6,6,6,531.5799999999999,147.28,678.8600000000001,88.59666666666665,113.14333333333336,7.833333333333333,0,0.0
2018,7,2018-07,BA,Northeast,computers,credit_card,On Time,1,1,1,650.0,32.98,682.98,650.0,682.98,8.0,0,0.0
2018,1,2018-01,RS,South,sports_leisure,credit_card,On Time,14,14,14,1706.1700000000003,268.78,2125.8599999999997,121.86928571428574,151.84714285714284,14.071428571428571,0,0.0
2017,1,2017-01,ES,Southeast,null,credit_card,Not Delivered,1,1,0,null,null,153.21,null,153.21,null,0,0.0
2018,2,2018-02,BA,Northeast,sports_leisure,credit_card,On Time,7,7,9,884.35,252.94,1449.19,98.26111111111112,161.0211111111111,19.333333333333332,0,0.0
2018,4,2018-04,CE,Northeast,baby,credit_card,Late,1,1,2,99.8,85.52,370.64,49.9,185.32,47.0,2,2.0
2017,1,2017-01,RJ,Southeast,perfumery,boleto,On Time,1,1,1,23.9,10.96,34.86,23.9,34.86,4.0,0,0.0
2017,9,2017-09,BA,Northeast,small_appliances,boleto,On Time,1,1,1,17.8,16.92,34.72,17.8,34.72,17.0,0,0.0
2018,5,2018-05,SP,Southeast,books_technical,credit_card,Late,2,2,2,92.19,24.729999999999997,116.92000000000002,46.095,58.46000000000001,19.0,2,1.0
2017,8,2017-08,SP,Southeast,null,credit_card,Late,2,2,2,167.8,19.64,187.44,83.9,93.72,16.0,2,1.0
2018,7,2018-07,MA,Northeast,stationery,boleto,Late,1,1,1,24.0,22.89,46.89,24.0,46.89,28.0,1,1.0
2018,3,2018-03,ES,Southeast,electronics,boleto,On Time,1,1,1,12.9,18.23,31.13,12.9,31.13,17.0,0,0.0
2017,2,2017-02,SP,Southeast,fixed_telephony,credit_card,On Time,3,3,3,171.77,26.75,198.52,57.25666666666667,66.17333333333333,9.0,0,0.0
2018,7,2018-07,SP,Southeast,furniture_bedroom,boleto,On Time,1,1,1,269.9,43.71,313.61,269.9,313.61,13.0,0,0.0
2017,1,2017-01,MG,Southeast,fixed_telephony,credit_card,On Time,1,1,1,10.99,14.52,25.51,10.99,25.51,17.0,0,0.0
2018,3,2018-03,SP,Southeast,health_beauty,debit_card,Late,1,1,1,239.0,14.11,253.11,239.0,253.11,16.0,1,1.0
2018,5,2018-05,PR,South,baby,boleto,On Time,1,1,1,99.49,16.78,116.27,99.49,116.27,19.0,0,0.0
2017,5,2017-05,SP,Southeast,furniture_living_room,boleto,On Time,3,3,4,415.88,97.72,771.6199999999999,103.97,192.90499999999997,15.75,0,0.0
2018,6,2018-06,BA,Northeast,watches_gifts,credit_card,Not Delivered,1,1,1,185.0,51.79,236.79,185.0,236.79,null,0,0.0
2017,12,2017-12,DF,Central-West,consoles_games,credit_card,On Time,1,1,1,25.49,14.1,39.59,25.49,39.59,10.0,0,0.0
2017,5,2017-05,BA,Northeast,telephony,credit_card,On Time,4,4,6,165.92999999999998,103.35,462.4,27.654999999999998,77.06666666666666,13.666666666666666,0,0.0
2017,8,2017-08,SP,Southeast,baby,debit_card,On Time,2,2,2,169.8,35.41,205.21,84.9,102.605,12.0,0,0.0
2018,1,2018-01,BA,Northeast,watches_gifts,voucher,On Time,1,1,1,39.0,15.79,54.790000000000006,39.0,54.790000000000006,9.0,0,0.0
2018,5,2018-05,MG,Southeast,null,credit_card,On Time,3,3,3,372.77,60.260000000000005,530.9300000000001,124.25666666666666,176.9766666666667,8.0,0,0.0
2018,2,2018-02,SC,South,computers_accessories,credit_card,Not Delivered,1,1,1,149.9,15.8,165.7,149.9,165.7,null,0,0.0
2017,11,2017-11,SP,Southeast,market_place,boleto,On Time,1,1,1,25.99,11.85,37.84,25.99,37.84,9.0,0,0.0
2017,7,2017-07,RS,South,la_cuisine,credit_card,On Time,2,2,2,235.99,48.46,284.45000000000005,117.995,142.22500000000002,9.0,0,0.0
2018,5,2018-05,ES,Southeast,furniture_decor,boleto,On Time,2,2,6,999.8,103.36,4132.96,166.63333333333333,688.8266666666667,9.666666666666666,0,0.0
2017,10,2017-10,PE,Northeast,fashion_bags_accessories,boleto,On Time,1,1,1,29.99,25.63,55.62,29.99,55.62,7.0,0,0.0
2017,3,2017-03,RJ,Southeast,garden_tools,credit_card,Not Delivered,2,2,2,93.9,31.96,216.67000000000002,46.95,108.33500000000001,null,0,0.0
2018,2,2018-02,MG,Southeast,furniture_decor,boleto,Late,1,1,1,69.9,26.11,96.01,69.9,96.01,21.0,1,1.0
2016,10,2016-10,PR,South,health_beauty,boleto,On Time,1,1,1,72.0,15.9,87.9,72.0,87.9,9.0,0,0.0
2018,2,2018-02,MS,Central-West,auto,credit_card,Late,1,1,1,48.5,15.1,66.53,48.5,66.53,32.0,1,1.0
2017,8,2017-08,SC,South,computers_accessories,boleto,On Time,3,3,3,335.88,70.67,406.54999999999995,111.96,135.51666666666665,11.666666666666666,0,0.0
2017,1,2017-01,RS,South,garden_tools,boleto,On Time,1,1,1,22.79,18.0,40.79,22.79,40.79,9.0,0,0.0
2017,10,2017-10,PI,Northeast,cool_stuff,credit_card,On Time,1,1,1,146.99,30.44,177.43,146.99,177.43,18.0,0,0.0
2017,4,2017-04,RJ,Southeast,fashion_shoes,boleto,On Time,1,1,1,29.9,16.05,45.95,29.9,45.95,10.0,0,0.0
2018,4,2018-04,BA,Northeast,pet_shop,credit_card,Late,3,3,3,300.9,68.50999999999999,369.40999999999997,100.3,123.13666666666666,30.333333333333332,3,1.0
2017,8,2017-08,GO,Central-West,fashion_bags_accessories,voucher,On Time,1,1,1,39.99,15.1,55.09,39.99,55.09,11.0,0,0.0
2017,8,2017-08,PE,Northeast,bed_bath_table,credit_card,On Time,5,5,5,746.83,161.82,908.65,149.366,181.73,22.4,0,0.0
2017,12,2017-12,RJ,Southeast,health_beauty,credit_card,On Time,29,29,35,4556.23,513.5,5675.31,130.178,162.1517142857143,10.285714285714286,0,0.0
2018,8,2018-08,MG,Southeast,food_drink,credit_card,On Time,2,2,2,120.99000000000001,41.75,162.74,60.495000000000005,81.37,6.0,0,0.0
2018,1,2018-01,SP,Southeast,cool_stuff,boleto,On Time,28,28,28,2646.96,358.56000000000006,3005.5200000000004,94.53428571428572,107.34000000000002,8.0,0,0.0
2018,3,2018-03,BA,Northeast,musical_instruments,credit_card,On Time,1,1,1,285.0,28.72,313.72,285.0,313.72,10.0,0,0.0
2018,6,2018-06,PR,South,bed_bath_table,credit_card,On Time,18,18,19,1632.5600000000002,448.34000000000003,2856.5600000000004,85.9242105263158,150.34526315789475,7.7894736842105265,0,0.0
2017,7,2017-07,CE,Northeast,bed_bath_table,boleto,On Time,1,1,1,205.0,38.57,243.57,205.0,243.57,20.0,0,0.0
2017,2,2017-02,AC,North,health_beauty,credit_card,On Time,1,1,2,369.8,42.82,825.24,184.9,412.62,20.0,0,0.0
2017,9,2017-09,PR,South,computers_accessories,credit_card,On Time,8,8,8,1020.0699999999999,162.66,1319.09,127.50874999999999,164.88625,11.25,0,0.0
2018,8,2018-08,RJ,Southeast,watches_gifts,boleto,On Time,6,6,7,544.89,118.52,804.39,77.84142857142857,114.91285714285713,8.142857142857142,0,0.0
2018,5,2018-05,SP,Southeast,watches_gifts,credit_card,Late,10,10,11,2695.6000000000004,104.32999999999998,3031.5299999999997,245.0545454545455,275.59363636363634,27.0,11,1.1
2017,9,2017-09,RN,Northeast,housewares,credit_card,On Time,2,2,2,63.89,45.34,109.22999999999999,31.945,54.614999999999995,22.5,0,0.0
2018,8,2018-08,RJ,Southeast,fashion_bags_accessories,credit_card,On Time,13,13,13,902.7799999999999,213.56999999999994,1116.35,69.44461538461537,85.87307692307692,6.538461538461538,0,0.0
2017,8,2017-08,ES,Southeast,bed_bath_table,boleto,On Time,3,3,3,272.79,53.5,326.28999999999996,90.93,108.76333333333332,11.333333333333334,0,0.0
2018,5,2018-05,RS,South,null,credit_card,On Time,5,5,5,1293.7900000000002,88.49000000000001,1382.2800000000002,258.75800000000004,276.456,4.6,0,0.0
2018,1,2018-01,PR,South,health_beauty,credit_card,On Time,21,20,24,2849.8300000000004,417.72,4144.270000000001,118.74291666666669,172.67791666666673,11.75,0,0.0
2017,5,2017-05,PE,Northeast,null,boleto,On Time,2,2,4,213.70000000000002,106.92,631.36,53.425000000000004,157.84,20.25,0,0.0
2017,10,2017-10,GO,Central-West,watches_gifts,credit_card,On Time,4,4,4,851.89,63.97,915.86,212.9725,228.965,11.75,0,0.0
2018,5,2018-05,PE,Northeast,industry_commerce_and_business,credit_card,Not Delivered,1,1,1,110.0,16.03,126.03,110.0,126.03,null,0,0.0
2017,2,2017-02,RJ,Southeast,sports_leisure,credit_card,On Time,12,12,13,1540.63,225.17,1891.5099999999998,118.51,145.5007692307692,10.0,0,0.0
2018,1,2018-01,PE,Northeast,stationery,credit_card,On Time,4,4,4,452.78999999999996,121.09,573.8800000000001,113.19749999999999,143.47000000000003,16.25,0,0.0
2018,3,2018-03,MG,Southeast,baby,credit_card,On Time,15,15,16,2562.0599999999995,567.8399999999998,4480.12,160.12874999999997,280.0075,13.4375,0,0.0
2017,11,2017-11,SP,Southeast,watches_gifts,credit_card,Not Delivered,2,2,2,1298.3899999999999,25.16,1323.5500000000002,649.1949999999999,661.7750000000001,null,0,0.0
2017,2,2017-02,SP,Southeast,bed_bath_table,credit_card,Not Delivered,3,3,4,201.0,57.28,310.52,50.25,77.63,null,0,0.0
2018,3,2018-03,MA,Northeast,perfumery,credit_card,On Time,2,2,2,288.27,76.68,364.95,144.135,182.475,15.5,0,0.0
2018,2,2018-02,ES,Southeast,bed_bath_table,credit_card,Late,4,4,5,408.59000000000003,84.64000000000001,685.6700000000001,81.718,137.13400000000001,51.0,5,1.25
2018,2,2018-02,SP,Southeast,home_construction,boleto,On Time,2,2,3,163.2,34.78,332.22,54.4,110.74000000000001,11.0,0,0.0
2018,6,2018-06,SP,Southeast,costruction_tools_tools,credit_card,On Time,1,1,1,92.0,9.0,101.0,92.0,101.0,2.0,0,0.0
